Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
SC_GMWOF5428812	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00933	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP01275	female			Mozabite		Middle East (HGDP)	MozabiteHGDP	HGDP Transcriptome,Human Genome Diversity Project
SC_GMWOF5428797	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00938	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP01282	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
SC_GMWOF5428805	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00940	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP01287	female			Northern Han		East Asia (HGDP)	NorthernHanHGDP	Human Genome Diversity Project
SC_GMWOF5428829	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00945	male			Yakut		East Asia (HGDP)	YakutHGDP	Human Genome Diversity Project
HGDP01294	male			Northern Han		East Asia (HGDP)	NorthernHanHGDP	Human Genome Diversity Project
SC_GMFUL5309764	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00952	male			Yakut		East Asia (HGDP)	YakutHGDP	Human Genome Diversity Project
HGDP01299	male			Uygur		Central South Asia (HGDP)	UygurHGDP	Human Genome Diversity Project
SC_GMFUL5306392	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00957	female			Yakut		East Asia (HGDP)	YakutHGDP	Human Genome Diversity Project
HGDP01302	male			Uygur		Central South Asia (HGDP)	UygurHGDP	Human Genome Diversity Project
SC_GMFUL5306400	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00964	male			Yakut		East Asia (HGDP)	YakutHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP01319	male			Lahu		East Asia (HGDP)	LahuHGDP	Human Genome Diversity Project
SC_GMFUL5309733	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01239	female			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
HGDP01321	male			Lahu		East Asia (HGDP)	LahuHGDP	Human Genome Diversity Project
SC_GMFUL5306424	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01241	male			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
HGDP01326	male			Lahu		East Asia (HGDP)	LahuHGDP	Human Genome Diversity Project
SC_GMFUL5306361	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01258	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	HGDP Transcriptome,Human Genome Diversity Project
zapo0099	male	SAMEA3302757		Zapotec		America (SGDP)	ZapotecSGDP	Simons Genome Diversity Project
SC_GMFUL5309702	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01260	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
mixa0105	female	SAMEA3302811		Mixtec		America (SGDP)	MixtecSGDP	Simons Genome Diversity Project
SC_GMFUL5306429	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01265	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
lez49	male	SAMEA3302664		Lezgin		West Eurasia (SGDP)	LezginSGDP	Simons Genome Diversity Project
SC_GMFUL5309738	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01272	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
abh100	male	SAMEA3302693		Abkhasian		West Eurasia (SGDP)	AbkhasianSGDP	Simons Genome Diversity Project
SC_GMFUL5306366	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01277	female			Mozabite		Middle East (HGDP)	MozabiteHGDP	HGDP Transcriptome,Human Genome Diversity Project
AV-21	female	SAMEA3302765		Crete		West Eurasia (SGDP)	CreteSGDP	Simons Genome Diversity Project
SC_GMFUL5306359	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01195	male			Miao		East Asia (HGDP)	MiaoHGDP	Human Genome Diversity Project
HGDP00722	male	SAMEA3302652		Palestinian		West Eurasia (SGDP)	PalestinianSGDP	Simons Genome Diversity Project
SC_GMFUL5306431	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01208	male			Oroqen		East Asia (HGDP)	OroqenHGDP	Human Genome Diversity Project
HGDP01314	female	SAMEA3302827		Dai		East Asia (SGDP)	DaiSGDP	Simons Genome Diversity Project
SC_GMFUL5306347	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01222	female			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
HGDP00328	male	SAMEA3302754		Kalash		South Asia (SGDP)	KalashSGDP	Simons Genome Diversity Project
NA21097	female	SAME123319	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01227	male			Mongolian		East Asia (HGDP)	MongolianHGDP	Human Genome Diversity Project
NA15203	female	SAMEA3302678		Hungarian		West Eurasia (SGDP)	HungarianSGDP	Simons Genome Diversity Project
NA21100	male	SAME124440	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01234	female			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
HGDP01340	male			Naxi		East Asia (HGDP)	NaxiHGDP	Human Genome Diversity Project
NA21105	male	SAME124437	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00907	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP01352	male			Tu		East Asia (HGDP)	TuHGDP	Human Genome Diversity Project
NA21112	male	SAME124182	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00914	female			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP01357	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
NA21117	male	SAME124185	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00919	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP01369	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
NA21124	male	SAME124024	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00894	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP01371	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
SC_GMJOL5309919	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00899	female			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
HGDP00474	male	SAMEA3302769		Mbuti		Africa (SGDP)	MbutiSGDP	Simons Genome Diversity Project
SC_GMJOL5309983	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00902	female			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
DNK05	male	SAMEA3302668		Dinka		Africa (SGDP)	DinkaSGDP	Simons Genome Diversity Project
SC_GMJOL5309952	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01417	male	SAMEA3302737		Bantu Kenya		Africa (SGDP)	BantuKenyaSGDP	Simons Genome Diversity Project
ch113	male	SAMEA3302820		Chechen		West Eurasia (SGDP)	ChechenSGDP	Simons Genome Diversity Project
SC_GMJOL5309976	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Ayodo_81S	female	SAMEA3302884		Somali		Africa (SGDP)	SomaliSGDP	Simons Genome Diversity Project
NA11201	female	SAMEA3302896		Quechua		America (SGDP)	QuechuaSGDP	Simons Genome Diversity Project
SC_GMJOL5309921	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
NA21581	male	SAMEA3302687	MKK	Masai		Africa (SGDP)	Masai	Simons Genome Diversity Project
Jordan445	male	SAMEA3302887		Jordanian		West Eurasia (SGDP)	JordanianSGDP	Simons Genome Diversity Project
SC_GMWOF5428778	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Jordan214	male	SAMEA3302729		Jordanian		West Eurasia (SGDP)	JordanianSGDP	Simons Genome Diversity Project
SA0342	female	SAMEA3302708		Khomani San		Africa (SGDP)	KhomaniSanSGDP	Simons Genome Diversity Project
SC_GMWOF5428723	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00887	male	SAMEA3302786		Russian		West Eurasia (SGDP)	RussianSGDP	Simons Genome Diversity Project
HGDP01030	male	SAMEA3302630		Bantu Tswana		Africa (SGDP)	BantuTswanaSGDP	Simons Genome Diversity Project
SC_GMWOF5428747	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Sir26	male	SAMEA3302670		Eskimo Sireniki		Central Asia and Siberia (SGDP)	EskimoSirenikiSGDP	Simons Genome Diversity Project
NA17374	male	SAMEA3302763		Greek		West Eurasia (SGDP)	GreekSGDP	Simons Genome Diversity Project
SC_GMWOF5428716	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00286	female	SAMEA3302761		Kalash		South Asia (SGDP)	KalashSGDP	Simons Genome Diversity Project
Bishkek28439	female	SAMEA3302768		Kyrgyz		Central Asia and Siberia (SGDP)	KyrgyzSGDP	Simons Genome Diversity Project
SC_GMWOF5428728	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01323	female	SAMEA3302882		Lahu		East Asia (SGDP)	LahuSGDP	Simons Genome Diversity Project
HGDP01198	female	SAMEA3302777		Miao		East Asia (SGDP)	MiaoSGDP	Simons Genome Diversity Project
SC_GMMAN5482165	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
I1	male	SAMEA3302610		Irula		South Asia (SGDP)	IrulaSGDP	Simons Genome Diversity Project
Kayseri23827	male	SAMEA3302750		Turkish		West Eurasia (SGDP)	TurkishSGDP	Simons Genome Diversity Project
SC_GMMAN5482189	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00027	male	SAMEA3302782		Brahui		South Asia (SGDP)	BrahuiSGDP	Simons Genome Diversity Project
HGDP01179	male	SAMEA3302615		Yi		East Asia (SGDP)	YiSGDP	Simons Genome Diversity Project
SC_GMMAN5482191	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01188	female	SAMEA3302793		Yi		East Asia (SGDP)	YiSGDP	Simons Genome Diversity Project
GM19320	female		LWK	Luhya	AFR	African Ancestry	LWK	Human Genome Structural Variation Consortium, Phase 3
SC_GMMAN5482223	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Kusunda02	male	SAMEA3302819		Kusunda		South Asia (SGDP)	KusundaSGDP	Simons Genome Diversity Project
SC_GMMAN5482247	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01203	male	SAMEA3302893		Oroqen		East Asia (SGDP)	OroqenSGDP	Simons Genome Diversity Project
SC_GMMAN5482184	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Sir19	male	SAMEA3302734		Chukchi		Central Asia and Siberia (SGDP)	ChukchiSGDP	Simons Genome Diversity Project
SC_GMMAN5482216	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Igor20	female	SAMEA3302724		Igorot		Oceania (SGDP)	IgorotSGDP	Simons Genome Diversity Project
SC_GMMAN5482177	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00058	male	SAMEA3449877		Balochi		South Asia (SGDP)	BalochiSGDP	Simons Genome Diversity Project
SC_GMMAN5482209	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Nesk_22	female	SAMEA3302831		Eskimo Naukan		Central Asia and Siberia (SGDP)	EskimoNaukanSGDP	Simons Genome Diversity Project
SC_GMWOF5428831	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01253	male	SAMEA3302825		Mozabite		Africa (SGDP)	MozabiteSGDP	Simons Genome Diversity Project
SC_GMWOF5428855	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00476	female	SAMEA3302716		Mbuti,Mbuti		Africa (SGDP),Africa (HGDP)	MbutiSGDP,MbutiHGDP	Simons Genome Diversity Project,HGDP Transcriptome
SC_GMWOF5428879	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01215	female	SAMEA3302840		Daur		East Asia (SGDP)	DaurSGDP	Simons Genome Diversity Project
SC_GMWOF5428792	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Kayseri24424	female	SAMEA3302809		Turkish		West Eurasia (SGDP)	TurkishSGDP	Simons Genome Diversity Project
SC_GMWOF5428800	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Sir40	female	SAMEA3302641		Eskimo Sireniki		Central Asia and Siberia (SGDP)	EskimoSirenikiSGDP	Simons Genome Diversity Project
SC_GMWOF5428824	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Tuba9	female	SAMEA3302781		Tubalar		Central Asia and Siberia (SGDP)	TubalarSGDP	Simons Genome Diversity Project
SC_GMWOF5428817	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Y8	male	SAMEA3302725		Yadava		South Asia (SGDP)	YadavaSGDP	Simons Genome Diversity Project
SC_GMWOF5428906	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Mansi41	female	SAMEA3302654		Mansi		Central Asia and Siberia (SGDP)	MansiSGDP	Simons Genome Diversity Project
SC_GMMAN5482242	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00798	male	SAMEA3302667		Orcadian		West Eurasia (SGDP)	OrcadianSGDP	Simons Genome Diversity Project
SC_GMMAN5482211	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
NorthOssetia12	male	SAMEA3302797		North Ossetian		West Eurasia (SGDP)	NorthOssetianSGDP	Simons Genome Diversity Project
SC_GMMAN5482235	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00616	male	SAMEA3302823		Bedouin B		West Eurasia (SGDP)	BedouinBSGDP	Simons Genome Diversity Project
SC_GMMAN5482172	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
M4	male	SAMEA3302834		Madiga		South Asia (SGDP)	MadigaSGDP	Simons Genome Diversity Project
SC_GMMAN5482228	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Ayodo_502C	female	SAMEA3302810		Luo		Africa (SGDP)	LuoSGDP	Simons Genome Diversity Project
SC_GMMAN5482266	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
mg31	male	SAMEA3302838		Georgian		West Eurasia (SGDP)	GeorgianSGDP	Simons Genome Diversity Project
SC_GMMAN5482292	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Utsa21	female	SAMEA3302875		Saami		West Eurasia (SGDP)	SaamiSGDP	Simons Genome Diversity Project
SC_GMMAN5482300	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01018	female	SAMEA3302662		Karitiana		America (SGDP)	KaritianaSGDP	Simons Genome Diversity Project
SC_GMMAN5482324	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01246	male	SAMEA3302648		Xibo		East Asia (SGDP)	XiboSGDP	Simons Genome Diversity Project
SC_GMMAN5482348	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01335	female	SAMEA3302787		She		East Asia (SGDP)	SheSGDP	Simons Genome Diversity Project
SC_GMMAN5482285	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01032	male	SAMEA3302682		Ju|'hoan North		Africa (SGDP)	JuhoanNorthSGDP	Simons Genome Diversity Project
NA18594	female		CHB	Han Chinese	EAS	East Asian Ancestry	CHB	90 Han Chinese high coverage genomes
Ale20	female	SAMEA3302642		Aleut		Central Asia and Siberia (SGDP)	AleutSGDP	Simons Genome Diversity Project
HGDP00007	male			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
Ale32	male	SAMEA3302853		Tlingit		Central Asia and Siberia (SGDP)	TlingitSGDP	Simons Genome Diversity Project
HGDP00021	male			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
DNK07	male	SAMEA3302733		Dinka		Africa (SGDP)	DinkaSGDP	Simons Genome Diversity Project
HGDP00033	male			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP00457	male	SAMEA3302816		Biaka		Africa (SGDP)	BiakaSGDP	Simons Genome Diversity Project
HGDP00045	male			Brahui		Central South Asia (HGDP)	BrahuiHGDP	Human Genome Diversity Project
HGDP01044	female	SAMEA3302627		Pima		America (SGDP)	PimaSGDP	Simons Genome Diversity Project
HGDP00052	male			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
HGDP01289	male			Northern Han		East Asia (HGDP)	NorthernHanHGDP	Human Genome Diversity Project
HGDP00057	male			Balochi		Central South Asia (HGDP)	BalochiHGDP	Human Genome Diversity Project
